"","target_id","biotype","geneSymbol"
"27784","ENSG00000227056.2","processed_pseudogene","RPL6P2"
"27785","ENSG00000227057.9","protein_coding","WDR46"
"27786","ENSG00000227058.1","unprocessed_pseudogene","BX510359.2"
"27787","ENSG00000227059.6","protein_coding","ANHX"
"27788","ENSG00000227060.6","lincRNA","LINC00629"
"27789","ENSG00000227061.1","antisense_RNA","AC079779.1"
"27790","ENSG00000227062.2","processed_pseudogene","AL596276.1"
"27791","ENSG00000227063.5","processed_pseudogene","RPL41P1"
"27792","ENSG00000227064.1","processed_pseudogene","Z82205.1"
"27793","ENSG00000227066.1","lincRNA","Z98257.1"
"27794","ENSG00000227067.3","processed_pseudogene","DPPA3P1"
"27795","ENSG00000227068.1","antisense_RNA","AL162584.1"
"27796","ENSG00000227069.1","processed_pseudogene","CNN2P2"
"27797","ENSG00000227070.1","antisense_RNA","AC104170.1"
"27798","ENSG00000227071.1","lincRNA","FOCAD-AS1"
"27799","ENSG00000227072.1","processed_pseudogene","AL353706.1"
"27800","ENSG00000227073.1","processed_pseudogene","SDHDP2"
"27801","ENSG00000227074.11","protein_coding","SAPCD1"
"27802","ENSG00000227075.1","lincRNA","AP000472.1"
"27803","ENSG00000227076.1","sense_intronic","AL158166.1"
"27804","ENSG00000227077.3","processed_pseudogene","AC107983.1"
"27805","ENSG00000227078.1","lincRNA","LINC02094"
"27806","ENSG00000227080.2","processed_pseudogene","AC012441.1"
"27807","ENSG00000227081.5","processed_pseudogene","AC005912.1"
"27808","ENSG00000227082.1","lincRNA","AC244021.1"
"27809","ENSG00000227083.1","antisense_RNA","L29074.1"
"27810","ENSG00000227087.4","processed_pseudogene","RBMX2P5"
"27811","ENSG00000227088.1","lincRNA","AC084149.1"
"27812","ENSG00000227089.2","lincRNA","AL031767.1"
"27813","ENSG00000227090.1","lincRNA","AP000402.1"
"27814","ENSG00000227091.1","antisense_RNA","AL355990.1"
"27815","ENSG00000227094.1","antisense_RNA","AL512785.1"
"27816","ENSG00000227096.1","processed_pseudogene","HMGB3P8"
"27817","ENSG00000227097.5","processed_pseudogene","RPS28P7"
"27818","ENSG00000227098.1","lincRNA","AC073636.1"
"27819","ENSG00000227099.1","unprocessed_pseudogene","HLA-DRB7"
"27820","ENSG00000227100.1","processed_pseudogene","AL773535.1"
"27821","ENSG00000227101.1","lincRNA","AC025822.1"
"27822","ENSG00000227102.2","unprocessed_pseudogene","OR2AS1P"
"27823","ENSG00000227104.3","transcribed_unprocessed_pseudogene","PIGQP1"
"27824","ENSG00000227105.1","processed_pseudogene","PARP1P1"
"27825","ENSG00000227107.1","lincRNA","AC104667.1"
"27826","ENSG00000227108.1","IG_D_gene","IGHD1-14"
"27827","ENSG00000227109.1","processed_pseudogene","CRIP1P3"
"27828","ENSG00000227110.6","antisense_RNA","LMCD1-AS1"
"27829","ENSG00000227113.2","unprocessed_pseudogene","AC073210.1"
"27830","ENSG00000227115.7","lincRNA","LINC01630"
"27831","ENSG00000227117.6","antisense_RNA","HORMAD2-AS1"
"27832","ENSG00000227118.3","processed_pseudogene","BTF3P13"
"27833","ENSG00000227120.1","processed_pseudogene","AC009238.1"
"27834","ENSG00000227121.1","lincRNA","AC073174.1"
"27835","ENSG00000227122.9","protein_coding","PRRT1"
"27836","ENSG00000227123.1","processed_pseudogene","RPL12P44"
"27837","ENSG00000227124.8","protein_coding","ZNF717"
"27838","ENSG00000227125.1","lincRNA","AP002856.1"
"27839","ENSG00000227128.4","processed_transcript","LBX1-AS1"
"27840","ENSG00000227129.6","protein_coding","NEU1"
"27841","ENSG00000227131.1","lincRNA","AL139275.2"
"27842","ENSG00000227132.5","processed_transcript","CR759772.1"
"27843","ENSG00000227133.1","processed_pseudogene","AC011742.1"
"27844","ENSG00000227134.1","processed_pseudogene","AC093084.1"
"27845","ENSG00000227137.8","protein_coding","OR5V1"
"27846","ENSG00000227138.1","processed_pseudogene","AL161788.1"
"27847","ENSG00000227139.1","lincRNA","AC241644.1"
"27848","ENSG00000227140.3","protein_coding","USP17L5"
"27849","ENSG00000227141.2","processed_pseudogene","AL160286.1"
"27850","ENSG00000227143.1","lincRNA","LINC01153"
"27851","ENSG00000227144.8","protein_coding","VWA7"
"27852","ENSG00000227145.1","antisense_RNA","IL21-AS1"
"27853","ENSG00000227147.9","protein_coding","TRIM15"
"27854","ENSG00000227148.1","lincRNA","AC069285.1"
"27855","ENSG00000227149.1","processed_pseudogene","MTCO1P44"
"27856","ENSG00000227150.1","lincRNA","AL669970.2"
"27857","ENSG00000227151.4","protein_coding","PRR20D"
"27858","ENSG00000227152.6","polymorphic_pseudogene","OR2T7"
"27859","ENSG00000227154.3","unprocessed_pseudogene","AL022721.1"
"27860","ENSG00000227155.7","antisense_RNA","AL161725.1"
"27861","ENSG00000227157.1","lincRNA","AC068535.1"
"27862","ENSG00000227158.1","processed_pseudogene","AC073621.2"
"27863","ENSG00000227159.8","unprocessed_pseudogene","DDX11L16"
"27864","ENSG00000227160.3","transcribed_unitary_pseudogene","THEM7P"
"27865","ENSG00000227161.1","sense_overlapping","AC092755.1"
"27866","ENSG00000227163.2","processed_pseudogene","AL139220.1"
"27867","ENSG00000227165.7","antisense_RNA","WDR11-AS1"
"27868","ENSG00000227166.1","unprocessed_pseudogene","STSP1"
"27869","ENSG00000227167.1","lincRNA","AL442638.1"
"27870","ENSG00000227168.1","processed_pseudogene","RPL35AP4"
"27871","ENSG00000227169.2","lincRNA","Z98747.1"
"27872","ENSG00000227170.1","antisense_RNA","AF178030.1"
"27873","ENSG00000227171.8","protein_coding","RNF39"
"27874","ENSG00000227172.2","antisense_RNA","AC011290.1"
"27875","ENSG00000227173.1","processed_pseudogene","MYL6P3"
"27876","ENSG00000227175.1","antisense_RNA","AL590677.1"
"27877","ENSG00000227176.1","processed_pseudogene","AC092641.1"
"27878","ENSG00000227177.1","processed_pseudogene","AIMP1P2"
"27879","ENSG00000227178.2","unprocessed_pseudogene","BX908738.2"
"27880","ENSG00000227179.6","transcribed_unprocessed_pseudogene","PGCP1"
"27881","ENSG00000227180.1","processed_pseudogene","AC013467.1"
"27882","ENSG00000227181.1","lincRNA","LINC01688"
"27883","ENSG00000227182.1","unitary_pseudogene","VN1R28P"
"27884","ENSG00000227183.3","processed_pseudogene","HDGFP1"
"27885","ENSG00000227186.1","antisense_RNA","AC018511.1"
"27886","ENSG00000227187.1","processed_pseudogene","AC007435.1"
"27887","ENSG00000227188.1","antisense_RNA","MGAT3-AS1"
"27888","ENSG00000227189.2","antisense_RNA","AC092535.1"
"27889","ENSG00000227191.8","TR_C_gene","TRGC2"
"27890","ENSG00000227192.1","lincRNA","AL023581.2"
"27891","ENSG00000227193.2","lincRNA","AC244453.1"
"27892","ENSG00000227195.10","processed_transcript","MIR663AHG"
"27893","ENSG00000227196.1","IG_D_gene","IGHD4-23"
"27894","ENSG00000227197.1","antisense_RNA","AC009365.2"
"27895","ENSG00000227198.1","antisense_RNA","C6orf47-AS1"
"27896","ENSG00000227199.1","antisense_RNA","ST7-AS1"
"27897","ENSG00000227200.1","sense_intronic","AL162724.1"
"27898","ENSG00000227201.2","processed_pseudogene","CNN2P1"
"27899","ENSG00000227203.3","processed_pseudogene","SUB1P1"
"27900","ENSG00000227204.1","unprocessed_pseudogene","RBMY2JP"
"27901","ENSG00000227205.4","processed_pseudogene","PFN1P9"
"27902","ENSG00000227206.1","lincRNA","AL645937.4"
"27903","ENSG00000227207.2","processed_pseudogene","RPL31P12"
"27904","ENSG00000227209.1","processed_pseudogene","WARS2P1"
"27905","ENSG00000227210.1","antisense_RNA","AC079145.1"
"27906","ENSG00000227211.2","processed_pseudogene","AL035551.1"
"27907","ENSG00000227212.3","processed_pseudogene","PFN1P6"
"27908","ENSG00000227213.1","antisense_RNA","SPATA13-AS1"
"27909","ENSG00000227214.2","antisense_RNA","HCG15"
"27910","ENSG00000227215.1","antisense_RNA","AL355613.1"
"27911","ENSG00000227217.1","antisense_RNA","AL356276.1"
"27912","ENSG00000227218.7","antisense_RNA","AL157935.1"
"27913","ENSG00000227220.1","antisense_RNA","AL133346.1"
"27914","ENSG00000227222.7","protein_coding","DHX16"
"27915","ENSG00000227224.1","processed_pseudogene","AC092035.1"
"27916","ENSG00000227225.1","unprocessed_pseudogene","MTND1P14"
"27917","ENSG00000227227.1","antisense_RNA","AC017101.1"
"27918","ENSG00000227228.1","unprocessed_pseudogene","UBDP1"
"27919","ENSG00000227230.1","antisense_RNA","AL606534.1"
"27920","ENSG00000227231.3","protein_coding","IER3"
"27921","ENSG00000227232.5","unprocessed_pseudogene","WASH7P"
"27922","ENSG00000227233.1","processed_pseudogene","CICP17"
"27923","ENSG00000227234.1","protein_coding","SPANXB1"
"27924","ENSG00000227236.2","processed_pseudogene","AL583844.1"
"27925","ENSG00000227237.1","antisense_RNA","AL672291.1"
"27926","ENSG00000227238.1","unitary_pseudogene","TTC39DP"
"27927","ENSG00000227240.1","lincRNA","AL356272.1"
"27928","ENSG00000227241.1","processed_pseudogene","AC011998.1"
"27929","ENSG00000227242.4","unprocessed_pseudogene","NBPF13P"
"27930","ENSG00000227243.3","unprocessed_pseudogene","SLAMF6P1"
"27931","ENSG00000227244.2","lincRNA","LINC00845"
"27932","ENSG00000227245.1","lincRNA","AC092042.1"
"27933","ENSG00000227246.2","protein_coding","PSORS1C2"
"27934","ENSG00000227247.1","processed_pseudogene","TRIM60P13"
"27935","ENSG00000227248.1","sense_intronic","FAM155A-IT1"
"27936","ENSG00000227249.1","processed_pseudogene","AC000374.1"
"27937","ENSG00000227251.1","processed_pseudogene","TRIM60P9Y"
"27938","ENSG00000227252.1","antisense_RNA","AC105760.2"
"27939","ENSG00000227253.3","antisense_RNA","AL158834.2"
"27940","ENSG00000227254.1","processed_pseudogene","VDAC1P12"
"27941","ENSG00000227255.1","unprocessed_pseudogene","CDRT15P2"
"27942","ENSG00000227256.1","antisense_RNA","MIS18A-AS1"
"27943","ENSG00000227257.1","processed_pseudogene","AL158827.1"
"27944","ENSG00000227258.5","antisense_RNA","SMIM2-AS1"
"27945","ENSG00000227259.2","processed_pseudogene","HMGN2P22"
"27946","ENSG00000227260.1","lincRNA","LINC01985"
"27947","ENSG00000227261.1","processed_pseudogene","YWHAZP7"
"27948","ENSG00000227262.3","unprocessed_pseudogene","HCG4B"
"27949","ENSG00000227264.3","processed_pseudogene","ACTR3BP5"
"27950","ENSG00000227265.2","processed_pseudogene","AL845331.1"
"27951","ENSG00000227267.3","processed_pseudogene","AC072039.1"
"27952","ENSG00000227268.3","protein_coding","KLLN"
"27953","ENSG00000227269.1","lincRNA","AL162427.1"
"27954","ENSG00000227270.1","unprocessed_pseudogene","AC009963.1"
"27955","ENSG00000227271.1","processed_pseudogene","RPL39P25"
"27956","ENSG00000227274.1","antisense_RNA","AC005358.1"
"27957","ENSG00000227275.1","unprocessed_pseudogene","MTND6P10"
"27958","ENSG00000227277.9","protein_coding","RNF5"
"27959","ENSG00000227278.1","antisense_RNA","AL603839.1"
"27960","ENSG00000227279.1","antisense_RNA","AC110015.1"
"27961","ENSG00000227282.1","lincRNA","AL389889.1"
"27962","ENSG00000227283.1","processed_pseudogene","RPL35AP12"
"27963","ENSG00000227284.2","processed_pseudogene","MARK2P10"
"27964","ENSG00000227286.1","unprocessed_pseudogene","HLA-DPA2"
"27965","ENSG00000227288.3","processed_pseudogene","AL138799.1"
"27966","ENSG00000227289.1","unprocessed_pseudogene","HSFY3P"
"27967","ENSG00000227290.1","lincRNA","LINC01364"
"27968","ENSG00000227291.1","processed_pseudogene","AC092170.1"
"27969","ENSG00000227292.1","lincRNA","AC009229.1"
"27970","ENSG00000227293.1","lincRNA","AC118345.1"
"27971","ENSG00000227294.1","antisense_RNA","AC016994.1"
"27972","ENSG00000227295.2","processed_pseudogene","ELL2P1"
"27973","ENSG00000227296.4","unprocessed_pseudogene","HLA-H"
"27974","ENSG00000227297.1","lincRNA","AL035541.1"
"27975","ENSG00000227298.1","processed_pseudogene","ARAFP3"
"27976","ENSG00000227300.12","transcribed_unprocessed_pseudogene","KRT16P2"
"27977","ENSG00000227301.1","lincRNA","AL356489.1"
"27978","ENSG00000227302.1","unprocessed_pseudogene","SSXP9"
"27979","ENSG00000227303.1","antisense_RNA","AC239727.1"
"27980","ENSG00000227304.3","transcribed_processed_pseudogene","AC067942.1"
"27981","ENSG00000227305.1","lincRNA","AC073188.2"
"27982","ENSG00000227306.1","lincRNA","AP006285.1"
"27983","ENSG00000227307.1","lincRNA","AC010998.1"
"27984","ENSG00000227308.2","lincRNA","AC009502.1"
"27985","ENSG00000227309.1","processed_pseudogene","AC140076.1"
"27986","ENSG00000227311.3","processed_pseudogene","AL031985.2"
"27987","ENSG00000227312.2","processed_pseudogene","AL445686.1"
"27988","ENSG00000227313.1","lincRNA","AL365500.1"
"27989","ENSG00000227314.12","protein_coding","MSH5"
"27990","ENSG00000227315.7","protein_coding","NEU1"
"27991","ENSG00000227317.6","protein_coding","DDAH2"
"27992","ENSG00000227321.2","unprocessed_pseudogene","MTND4P15"
"27993","ENSG00000227322.11","protein_coding","RXRB"
"27994","ENSG00000227326.2","processed_pseudogene","BX005428.2"
"27995","ENSG00000227329.2","processed_pseudogene","AL139396.1"
"27996","ENSG00000227330.1","lincRNA","AF130417.1"
"27997","ENSG00000227331.1","processed_pseudogene","AC005042.1"
"27998","ENSG00000227333.8","protein_coding","EHMT2"
"27999","ENSG00000227334.1","unprocessed_pseudogene","HLA-N"
"28000","ENSG00000227335.1","IG_J_pseudogene","IGHJ1P"
"28001","ENSG00000227336.1","lincRNA","LINC00434"
"28002","ENSG00000227337.1","processed_pseudogene","RPL23AP43"
"28003","ENSG00000227338.1","lincRNA","AL139280.1"
"28004","ENSG00000227339.1","processed_pseudogene","THRAP3P1"
"28005","ENSG00000227342.1","lincRNA","LINC00307"
"28006","ENSG00000227343.1","processed_pseudogene","RPL15P1"
"28007","ENSG00000227344.2","processed_pseudogene","HAUS6P1"
"28008","ENSG00000227345.8","protein_coding","PARG"
"28009","ENSG00000227347.1","processed_pseudogene","HNRNPKP2"
"28010","ENSG00000227348.1","unprocessed_pseudogene","MTND5P25"
"28011","ENSG00000227349.1","unprocessed_pseudogene","CEACAMP7"
"28012","ENSG00000227350.1","processed_pseudogene","AL389915.1"
"28013","ENSG00000227351.2","processed_pseudogene","NANOGP6"
"28014","ENSG00000227352.1","antisense_RNA","ARHGEF7-AS1"
"28015","ENSG00000227353.1","processed_pseudogene","RAB28P3"
"28016","ENSG00000227354.6","antisense_RNA","RBM26-AS1"
"28017","ENSG00000227355.2","antisense_RNA","AL359644.1"
"28018","ENSG00000227356.2","lincRNA","LINC00866"
"28019","ENSG00000227357.2","protein_coding","HLA-DRB4"
"28020","ENSG00000227358.1","processed_pseudogene","AL354861.1"
"28021","ENSG00000227359.1","lincRNA","AC017074.1"
"28022","ENSG00000227360.1","lincRNA","AL512658.1"
"28023","ENSG00000227361.1","processed_pseudogene","RPS24P7"
"28024","ENSG00000227364.1","lincRNA","AC018685.1"
"28025","ENSG00000227365.1","antisense_RNA","AC008060.2"
"28026","ENSG00000227366.1","unprocessed_pseudogene","HLA-U"
"28027","ENSG00000227367.1","unprocessed_pseudogene","SLC9B1P4"
"28028","ENSG00000227368.1","processed_pseudogene","CDK8P2"
"28029","ENSG00000227370.1","processed_pseudogene","AC254562.1"
"28030","ENSG00000227371.1","processed_pseudogene","AC074085.1"
"28031","ENSG00000227372.11","transcribed_unitary_pseudogene","TP73-AS1"
"28032","ENSG00000227373.5","lincRNA","AL121983.2"
"28033","ENSG00000227374.1","lincRNA","AL157832.1"
"28034","ENSG00000227375.5","antisense_RNA","DLG1-AS1"
"28035","ENSG00000227376.1","processed_pseudogene","FTH1P16"
"28036","ENSG00000227379.2","processed_pseudogene","PPIAP2"
"28037","ENSG00000227380.2","processed_transcript","HCG15"
"28038","ENSG00000227382.1","processed_pseudogene","EIF4A2P2"
"28039","ENSG00000227383.1","processed_pseudogene","AL353662.1"
"28040","ENSG00000227384.2","unprocessed_pseudogene","HLA-DRB9"
"28041","ENSG00000227386.1","lincRNA","AC091705.1"
"28042","ENSG00000227388.2","lincRNA","AL133410.1"
"28043","ENSG00000227389.1","unprocessed_pseudogene","DDX39BP2"
"28044","ENSG00000227391.1","processed_pseudogene","SALL1P1"
"28045","ENSG00000227392.1","antisense_RNA","HPN-AS1"
"28046","ENSG00000227393.1","processed_pseudogene","AL031575.1"
"28047","ENSG00000227394.1","processed_pseudogene","AC007386.1"
"28048","ENSG00000227395.1","processed_pseudogene","EIF2AP4"
"28049","ENSG00000227397.1","processed_pseudogene","AC079355.2"
"28050","ENSG00000227398.3","antisense_RNA","KIF9-AS1"
"28051","ENSG00000227399.1","processed_pseudogene","AL391219.1"
"28052","ENSG00000227400.2","sense_overlapping","AC012501.1"
"28053","ENSG00000227401.1","processed_pseudogene","RPL37P1"
"28054","ENSG00000227402.11","protein_coding","SLC39A7"
"28055","ENSG00000227403.1","lincRNA","LINC01806"
"28056","ENSG00000227404.1","processed_pseudogene","KRT8P20"
"28057","ENSG00000227405.1","processed_pseudogene","ZDHHC20P2"
"28058","ENSG00000227406.1","processed_pseudogene","RNF6P1"
"28059","ENSG00000227407.1","antisense_RNA","AC245884.1"
"28060","ENSG00000227408.1","unprocessed_pseudogene","AMYP1"
"28061","ENSG00000227409.1","antisense_RNA","ZMYM4-AS1"
"28062","ENSG00000227411.1","unitary_pseudogene","BAATP1"
"28063","ENSG00000227412.1","processed_pseudogene","STK33P1"
"28064","ENSG00000227413.1","processed_pseudogene","AL022238.1"
"28065","ENSG00000227416.2","processed_pseudogene","AL929472.1"
"28066","ENSG00000227417.3","processed_pseudogene","AC114402.2"
"28067","ENSG00000227418.6","lincRNA","PCGEM1"
"28068","ENSG00000227420.8","protein_coding","MRPS18B"
"28069","ENSG00000227421.1","lincRNA","LINC01724"
"28070","ENSG00000227422.1","processed_transcript","DDR1-AS1"
"28071","ENSG00000227423.2","unprocessed_pseudogene","OR10U1P"
"28072","ENSG00000227425.1","processed_pseudogene","MRPS21P2"
"28073","ENSG00000227426.1","unitary_pseudogene","VN1R33P"
"28074","ENSG00000227427.1","processed_pseudogene","Z93019.1"
"28075","ENSG00000227429.5","processed_transcript","HCP5"
"28076","ENSG00000227430.1","processed_pseudogene","AC019185.1"
"28077","ENSG00000227431.5","antisense_RNA","CSE1L-AS1"
"28078","ENSG00000227432.1","antisense_RNA","AC053503.1"
"28079","ENSG00000227433.1","processed_pseudogene","AC090018.1"
"28080","ENSG00000227434.2","processed_pseudogene","RNF19BPX"
"28081","ENSG00000227435.1","transcribed_processed_pseudogene","PPP1R2P1"
"28082","ENSG00000227436.1","processed_pseudogene","FCF1P1"
"28083","ENSG00000227437.1","processed_pseudogene","RPS8P4"
"28084","ENSG00000227438.1","antisense_RNA","AP001471.1"
"28085","ENSG00000227439.1","lincRNA","TTTY17B"
"28086","ENSG00000227440.1","processed_pseudogene","ATP5G1P4"
"28087","ENSG00000227442.1","unprocessed_pseudogene","HLA-DRB2"
"28088","ENSG00000227443.2","processed_pseudogene","AL137022.1"
"28089","ENSG00000227444.1","unprocessed_pseudogene","AC007322.1"
"28090","ENSG00000227445.1","unprocessed_pseudogene","OR10R1P"
"28091","ENSG00000227446.2","protein_coding","OR12D2"
"28092","ENSG00000227447.1","unprocessed_pseudogene","XGY1"
"28093","ENSG00000227448.1","processed_transcript","CR388415.1"
"28094","ENSG00000227449.8","transcribed_unprocessed_pseudogene","FGF7P6"
"28095","ENSG00000227453.1","processed_pseudogene","HNRNPA1P63"
"28096","ENSG00000227454.2","unprocessed_pseudogene","MTND4P30"
"28097","ENSG00000227455.2","lincRNA","AL450345.1"
"28098","ENSG00000227456.7","lincRNA","LINC00310"
"28099","ENSG00000227458.8","protein_coding","TRIM40"
"28100","ENSG00000227459.1","lincRNA","AC079612.2"
"28101","ENSG00000227460.8","protein_coding","SYNGAP1"
"28102","ENSG00000227462.1","processed_pseudogene","PSME2P6"
"28103","ENSG00000227463.2","lincRNA","AL390838.1"
"28104","ENSG00000227465.1","processed_pseudogene","GPN3P1"
"28105","ENSG00000227466.1","antisense_RNA","AL590783.1"
"28106","ENSG00000227467.3","lincRNA","LINC01537"
"28107","ENSG00000227470.1","processed_pseudogene","AC073415.1"
"28108","ENSG00000227471.8","protein_coding","AKR1B15"
"28109","ENSG00000227472.8","protein_coding","TRIM10"
"28110","ENSG00000227473.1","unitary_pseudogene","TSSK5P"
"28111","ENSG00000227474.1","processed_pseudogene","RPL6P24"
"28112","ENSG00000227475.1","lincRNA","AL355300.1"
"28113","ENSG00000227477.1","lincRNA","STK4-AS1"
"28114","ENSG00000227479.1","lincRNA","AC124861.1"
"28115","ENSG00000227480.2","antisense_RNA","CCDC148-AS1"
"28116","ENSG00000227481.1","antisense_RNA","AC008080.2"
"28117","ENSG00000227482.1","lincRNA","AL157702.2"
"28118","ENSG00000227484.1","antisense_RNA","CR559946.1"
"28119","ENSG00000227485.1","lincRNA","AL162400.1"
"28120","ENSG00000227486.1","lincRNA","AL445472.1"
"28121","ENSG00000227487.3","antisense_RNA","NCAM1-AS1"
"28122","ENSG00000227488.2","protein_coding","GAGE12D"
"28123","ENSG00000227489.1","lincRNA","AC006458.1"
"28124","ENSG00000227491.1","processed_pseudogene","CCNJP1"
"28125","ENSG00000227492.1","antisense_RNA","AL138921.1"
"28126","ENSG00000227493.1","unprocessed_pseudogene","AC239367.1"
"28127","ENSG00000227494.2","unprocessed_pseudogene","USP9YP14"
"28128","ENSG00000227495.1","antisense_RNA","AC004771.1"
"28129","ENSG00000227496.1","antisense_RNA","AC099066.2"
"28130","ENSG00000227497.1","processed_pseudogene","PABPC1P6"
"28131","ENSG00000227498.2","lincRNA","AC018359.1"
"28132","ENSG00000227499.1","processed_pseudogene","AC092647.2"
"28133","ENSG00000227500.9","protein_coding","SCAMP4"
"28134","ENSG00000227502.2","lincRNA","LINC01268"
"28135","ENSG00000227505.1","processed_pseudogene","AC016925.1"
"28136","ENSG00000227506.5","protein_coding","MUC21"
"28137","ENSG00000227507.2","protein_coding","LTB"
"28138","ENSG00000227508.6","lincRNA","LINC01624"
"28139","ENSG00000227509.1","lincRNA","LINC01839"
"28140","ENSG00000227510.3","lincRNA","LINC01442"
"28141","ENSG00000227511.1","unprocessed_pseudogene","AC005297.1"
"28142","ENSG00000227512.1","antisense_RNA","AL592301.1"
"28143","ENSG00000227513.1","processed_pseudogene","AC114755.1"
"28144","ENSG00000227514.3","processed_pseudogene","AC107890.1"
"28145","ENSG00000227515.3","processed_pseudogene","C1DP4"
"28146","ENSG00000227516.1","lincRNA","AL160163.1"
"28147","ENSG00000227517.6","lincRNA","LINC01483"
"28148","ENSG00000227518.5","antisense_RNA","AL928970.1"
"28149","ENSG00000227519.1","lincRNA","AL008719.1"
"28150","ENSG00000227521.2","processed_pseudogene","AL390840.1"
"28151","ENSG00000227523.1","processed_pseudogene","RPS20P15"
"28152","ENSG00000227525.4","processed_pseudogene","RPL7P6"
"28153","ENSG00000227526.4","unprocessed_pseudogene","HLA-DRB9"
"28154","ENSG00000227527.2","sense_overlapping","AC096540.1"
"28155","ENSG00000227528.5","antisense_RNA","DIAPH3-AS1"
"28156","ENSG00000227529.1","processed_pseudogene","CR547123.1"
"28157","ENSG00000227531.1","lincRNA","AL162414.1"
"28158","ENSG00000227532.1","processed_pseudogene","AC002542.1"
"28159","ENSG00000227533.5","lincRNA","SLC2A1-AS1"
"28160","ENSG00000227534.1","processed_pseudogene","Z83841.1"
"28161","ENSG00000227535.2","sense_overlapping","AL357315.1"
"28162","ENSG00000227536.1","processed_pseudogene","SOCS5P4"
"28163","ENSG00000227537.1","processed_pseudogene","AL139281.1"
"28164","ENSG00000227538.1","processed_pseudogene","HNRNPFP1"
"28165","ENSG00000227540.1","antisense_RNA","DNAJC9-AS1"
"28166","ENSG00000227541.1","processed_pseudogene","SFR1P1"
"28167","ENSG00000227542.1","lincRNA","AC092614.1"
"28168","ENSG00000227543.4","processed_transcript","SPAG5-AS1"
"28169","ENSG00000227544.8","lincRNA","AC018647.1"
"28170","ENSG00000227545.1","processed_pseudogene","AC006455.2"
"28171","ENSG00000227547.3","unprocessed_pseudogene","OR4A2P"
"28172","ENSG00000227549.1","lincRNA","AC116035.1"
"28173","ENSG00000227550.2","TR_V_pseudogene","TRBV7-5"
"28174","ENSG00000227551.1","protein_coding","USP17L12"
"28175","ENSG00000227554.1","antisense_RNA","AL590422.1"
"28176","ENSG00000227555.1","lincRNA","MIR4290HG"
"28177","ENSG00000227556.1","unprocessed_pseudogene","AC096531.1"
"28178","ENSG00000227557.1","processed_pseudogene","MTND3P9"
"28179","ENSG00000227559.1","processed_transcript","HCG14"
"28180","ENSG00000227560.1","processed_pseudogene","RPS15AP30"
"28181","ENSG00000227562.1","antisense_RNA","AC074257.1"
"28182","ENSG00000227563.1","processed_pseudogene","RNF11P2"
"28183","ENSG00000227564.2","lincRNA","LINC00376"
"28184","ENSG00000227565.8","protein_coding","NFKBIL1"
"28185","ENSG00000227567.7","protein_coding","APOM"
"28186","ENSG00000227568.1","processed_pseudogene","SNX18P26"
"28187","ENSG00000227573.2","processed_pseudogene","AC004986.1"
"28188","ENSG00000227574.2","antisense_RNA","AC112229.2"
"28189","ENSG00000227576.1","unprocessed_pseudogene","GPR53P"
"28190","ENSG00000227577.1","unprocessed_pseudogene","COL11A2P1"
"28191","ENSG00000227578.1","processed_pseudogene","RPS3AP53"
"28192","ENSG00000227579.5","lincRNA","AL122019.1"
"28193","ENSG00000227581.2","processed_pseudogene","AL121877.1"
"28194","ENSG00000227582.2","transcribed_processed_pseudogene","ADGRF5P1"
"28195","ENSG00000227583.1","processed_pseudogene","RPS3AP37"
"28196","ENSG00000227584.2","unprocessed_pseudogene","MTND4P5"
"28197","ENSG00000227585.2","processed_pseudogene","AL360013.1"
"28198","ENSG00000227586.5","processed_pseudogene","RPS26P39"
"28199","ENSG00000227587.2","protein_coding","ATP6V1G2"
"28200","ENSG00000227588.2","lincRNA","CNTN4-AS2"
"28201","ENSG00000227589.1","antisense_RNA","AL136528.1"
"28202","ENSG00000227590.2","processed_pseudogene","ATP5G1P5"
"28203","ENSG00000227591.5","antisense_RNA","AL031316.1"
"28204","ENSG00000227592.1","processed_pseudogene","PIGFP3"
"28205","ENSG00000227593.2","processed_pseudogene","PHBP16"
"28206","ENSG00000227596.5","processed_transcript","CR388215.1"
"28207","ENSG00000227597.1","processed_pseudogene","WASF1P1"
"28208","ENSG00000227598.1","antisense_RNA","Z94721.1"
"28209","ENSG00000227599.1","antisense_RNA","AL031676.1"
"28210","ENSG00000227600.11","protein_coding","PPT2"
"28211","ENSG00000227602.1","sense_intronic","AL031779.1"
"28212","ENSG00000227603.1","antisense_RNA","AL583839.1"
"28213","ENSG00000227604.3","processed_pseudogene","TOMM22P3"
"28214","ENSG00000227606.2","lincRNA","AC005392.1"
"28215","ENSG00000227607.2","processed_pseudogene","SUMO2P2"
"28216","ENSG00000227609.2","processed_pseudogene","TMEM183AP1"
"28217","ENSG00000227610.1","antisense_RNA","FRMPD3-AS1"
"28218","ENSG00000227611.1","lincRNA","LINC01074"
"28219","ENSG00000227613.1","processed_pseudogene","QRSL1P2"
"28220","ENSG00000227615.1","processed_pseudogene","AP001324.1"
"28221","ENSG00000227616.1","unprocessed_pseudogene","AC063976.3"
"28222","ENSG00000227617.8","processed_transcript","CERS6-AS1"
"28223","ENSG00000227619.1","lincRNA","AL391056.1"
"28224","ENSG00000227620.4","unprocessed_pseudogene","ALG1L8P"
"28225","ENSG00000227621.1","processed_pseudogene","PHBP11"
"28226","ENSG00000227623.1","processed_pseudogene","AC010881.1"
